Title,Year,Season,AverageSales,Rerelease,Total,Gross,Studio,Source
3-gatsu no Lion,2016,Fall,2490,0,2490,112.2,Shaft,manga
3-gatsu no Lion 2nd Season,2017,Fall,1602,0,1602,70.8,Shaft,manga
3D Kanojo: Real Girl,2018,Spring,92,0,92,0.8,Hoods Entertainment,manga
3D Kanojo: Real Girl 2nd Season,2019,Winter,0,0,0,0.0,Hoods Entertainment,manga
07-Ghost,2009,Spring,2529,0,2529,197.2,Studio Deen,manga
009-1,2006,Fall,1258,0,1258,46.4,Ishimori Entertainment,manga
11eyes,2009,Fall,656,0,656,18.4,Douga Koubou,visual novel
18if,2017,Summer,0,0,0,0.0,Gonzo,game
25-sai no Joshikousei,2018,Winter,102,0,102,0.6,Lilix,manga
30-sai no Hoken Taiiku,2011,Spring,221,0,221,1.3,Gathering,novel
91Days,2016,Summer,908,0,908,24.3,Shuka,original
.hack//Roots,2006,Spring,2138,0,2138,113.0,Bee Train,game
.hack//SIGN,2002,Spring,6032,0,6032,362.2,Bee Train,game
.hack//Tasogare no Udewa Densetsu,2003,Winter,2954,0,2954,102.8,Bee Train,game
A Channel,2011,Spring,5515,1334,6849,223.3,Studio Gokumi,manga
A.I.C.O. Incarnation,2018,Spring,284,0,284,5.1,Bones,original
Aa Megami-sama,2005,Winter,10062,2321,12383,483.0,AIC,manga
Aa Megami-sama Sorezore no Tsubasa,2006,Spring,7011,1678,8689,336.5,AIC,manga
Abenobashi Mahou Shoutengai,2002,Spring,2461,512,2973,54.0,Gainax,original
Absolute Duo,2015,Winter,1245,0,1245,50.5,8bit,novel
ACCA: 13-ku Kansatsu-ka,2017,Winter,4462,2522,6984,164.7,Madhouse,manga
Accel World,2012,Spring,8888,1533,10421,542.0,Sunrise,novel
Acchi Kocchi,2012,Spring,2321,641,2962,85.7,AIC,manga
Action Heroine Cheer Fruits,2017,Summer,445,0,445,16.4,Diomedia,original
Active Raid,2016,Winter,1875,0,1875,65.5,Production IMS,original
Active Raid 2nd,2016,Summer,1642,0,1642,59.4,Production IMS,original
Aho Girl,2017,Spring,662,0,662,6.5,Diomedia,manga
Ai Mai Mii,2013,Winter,783,654,1437,3.8,Dream Creation,manga
Ai Mai Mii: Mousou Catastrophe,2014,Summer,1035,0,1035,8.3,Seven,manga
Ai Mai Mii: Surgical Friends,2017,Winter,371,0,371,2.5,Seven,manga
Ai Tenchi Muyou!,2014,Fall,1480,0,1480,29.5,AIC Plus,original
Ai Yori Aoshi,2002,Spring,12290,756,13046,589.9,JC Staff,manga
Ai Yori Aoshi: Enishi,2003,Fall,8244,756,9000,247.3,JC Staff,manga
AIR,2005,Winter,24327,854,25181,831.3,Kyoto Animation,visual novel
Air Gear,2006,Spring,1355,0,1355,67.8,Toei Animation,manga
Air Master,2003,Spring,1114,0,1114,48.1,Toei Animation,manga
Aishiteru ze Baby,2004,Spring,628,0,628,3.6,TMS Entertainment,manga
Aiura,2013,Spring,2018,0,2018,13.7,Liden Films,manga
Akagami no Shirayuki-hime,2015,Summer,1999,759,2758,78.0,Bones,manga
Akagami no Shirayuki-hime 2nd Season,2016,Winter,1911,759,2670,74.1,Bones,manga
Akagi,2005,Fall,0,0,0,0.0,Madhouse,manga
Akahori Gedou Hour Rabuge,2005,Summer,0,0,0,0.0,Radix,original
Akame ga Kill!,2014,Summer,2152,0,2152,113.7,White Fox,manga
Akane-iro ni Somaru Saka,2008,Fall,3482,223,3705,142.1,TNK,visual novel
Akanesasu Shoujo,2018,Fall,106,0,106,2.2,DandeLion Animation,original
Akatsuki no Yona,2014,Fall,2777,0,2777,163.1,Studio Pierrot,manga
AKB0048,2012,Spring,5369,0,5369,142.4,Satelight,original
AKB0048 next stage,2013,Winter,3037,0,3037,86.9,Satelight,original
Akiba's Trip: The Animation,2017,Winter,269,0,269,10.6,Gonzo,game
Akikan!,2009,Winter,577,0,577,19.6,Brains Base,novel
Akkun to Kanojo,2018,Spring,169,0,169,0.9,Yumeta Company,manga
Aku no Hana,2013,Spring,283,0,283,10.2,Zexcs,manga
Akuma no Riddle,2014,Spring,1411,0,1411,63.0,Diomedia,manga
Aldnoah Zero,2014,Summer,8733,0,8733,308.5,A1 Pictures,original
Aldnoah Zero 2nd Season,2015,Winter,6529,0,6529,230.5,A1 Pictures,original
Alice to Zouroku,2017,Spring,511,0,511,19.9,JC Staff,manga
All Out!!,2016,Fall,588,0,588,18.4,Madhouse,manga
Allison to Lillia,2008,Spring,815,0,815,40.6,Madhouse,novel
Amaama to Inazuma,2016,Summer,1119,0,1119,33.3,TMS Entertainment,manga
Amaenaideyo!!,2005,Summer,824,0,824,15.8,Studio Deen,manga
Amaenaideyo!! Katsu!!,2006,Winter,856,0,856,20.5,Studio Deen,manga
Amagami SS,2010,Summer,5586,2475,8061,473.8,AIC,visual novel
Amagami SS+ plus,2012,Winter,4261,2475,6735,184.2,AIC,visual novel
Amagi Brilliant Park,2014,Fall,6792,902,7694,312.8,Kyoto Animation,novel
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,2018,Spring,0,0,0,0.0,Magic Bus,manga
Amanchu!,2016,Summer,2270,0,2270,103.6,JC Staff,manga
Amanchu! Advance,2018,Spring,2446,0,2446,88.1,JC Staff,manga
Amatsuki,2008,Spring,1525,0,1525,59.5,Studio Deen,manga
Ame-iro Cocoa,2015,Spring,0,0,0,0.0,EMT²,manga
Ame-iro Cocoa: Rainy Color e Youkoso!,2015,Fall,0,0,0,0.0,EMT²,manga
Amnesia,2013,Winter,3651,0,3651,129.3,Brains Base,visual novel
Ange Vierge,2016,Summer,816,0,816,23.3,Silver Link,game
Angel Beats!,2010,Spring,34107,7531,41638,1588.6,PA Works,original
Angel Heart,2005,Fall,4162,0,4162,306.8,TMS Entertainment,manga
Angelic Layer,2001,Spring,6677,0,6677,328.6,Bones,manga
Angolmois: Genkou Kassenki,2018,Summer,162,0,162,2.9,NAZ,manga
Anima Yell!,2018,Fall,953,0,953,26.0,Douga Koubou,manga
Anime de Wakaru Shinryou Naika,2015,Winter,351,0,351,1.4,For All,manga
Animegataries,2017,Fall,180,0,180,4.5,WAO World,original
Anitore! EX,2015,Fall,2152,160,2312,10.3,Rising Force,original
Anitore! XX,2016,Fall,1295,160,1455,7.5,Rising Force,original
Anne Happy,2016,Spring,1106,574,1680,46.5,Silver Link,manga
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,2011,Spring,31818,10378,42196,1162.7,A1 Pictures,original
Ano Natsu de Matteru,2012,Winter,6932,3441,10373,285.8,JC Staff,original
Another,2012,Winter,2694,894,3588,120.5,PA Works,novel
Ansatsu Kyoushitsu,2015,Winter,2627,0,2627,126.5,Lerche,manga
Ansatsu Kyoushitsu 2nd Season,2016,Winter,1322,0,1322,67.3,Lerche,manga
Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,2016,Spring,525,0,525,2.8,Lerche,manga
Antique Bakery,2008,Summer,744,0,744,12.7,Nippon Animation,manga
Ao Haru Ride,2014,Summer,1920,0,1920,60.2,Production IG,manga
Ao no Exorcist,2011,Spring,12649,0,12649,843.7,A1 Pictures,manga
Ao no Exorcist: Kyoto Fujouou-hen,2017,Winter,2177,0,2177,83.1,A1 Pictures,manga
Ao no Kanata no Four Rhythm,2016,Winter,1257,0,1257,47.0,Gonzo,visual novel
Aoharu x Kikanjuu,2015,Summer,1090,0,1090,40.7,Brains Base,manga
Aoi Bungaku,2009,Fall,422,0,422,4.9,Madhouse,historical work
Aoi Hana,2009,Summer,844,1660,2504,24.0,JC Staff,manga
Aquarion EVOL,2012,Winter,6544,408,6952,436.9,Satelight,original
Aquarion Logos,2015,Summer,422,0,422,21.3,Satelight,original
Arakawa Under the Bridge,2010,Spring,3462,0,3462,95.7,Shaft,manga
Arakawa Under the Bridge x Bridge,2010,Fall,2169,0,2169,70.8,Shaft,manga
Arata Kangatari,2013,Spring,408,0,408,11.1,Satelight,manga
Arcana Famiglia,2012,Summer,2316,0,2316,85.6,JC Staff,visual novel
Area 88,2004,Winter,1775,0,1775,42.6,Group TAC,manga
Argento Soma,2000,Fall,3083,0,3083,178.8,Sunrise,original
Aria the Animation,2005,Fall,10105,24625,34730,312.7,Hal Film Maker,manga
Aria the Natural,2006,Spring,9649,22183,31832,510.6,Hal Film Maker,manga
Aria the Origination,2008,Winter,13200,21753,34953,462.0,Hal Film Maker,manga
Arslan Senki,2015,Spring,3770,0,3770,223.1,Liden Films,manga
Arslan Senki: Fuujin Ranbu,2016,Summer,2513,0,2513,74.0,Liden Films,manga
Asagiri no Miko,2002,Summer,3392,0,3392,91.4,Chaos Project,manga
Asatte no Houkou,2006,Fall,566,0,566,14.1,JC Staff,manga
Ashita no Nadja,2003,Winter,474,537,1011,9.5,Toei Animation,original
Asobi Asobase,2018,Summer,1275,0,1275,21.2,Lerche,manga
Asobi ni Iku yo!,2010,Summer,3029,425,3454,122.4,AIC,novel
Astarotte no Omocha!,2011,Spring,1566,291,1857,60.2,Diomedia,manga
Asu no Yoichi!,2009,Winter,1670,0,1670,58.1,AIC,manga
Asura Cryin',2009,Spring,1435,0,1435,49.8,Seven Arcs,novel
Asura Cryin' 2,2009,Fall,1013,0,1013,35.1,Seven Arcs,novel
Atom: The Beginning,2017,Spring,0,0,0,0.0,Production IG,manga
Avenger,2003,Fall,658,0,658,15.8,Bee Train,original
Ayakashi (アヤカシ),2008,Winter,469,0,469,3.7,Tokyo Kids,visual novel
Ayakashi (怪),2006,Winter,3436,3812,7248,59.6,Tokyo Kids,original
Ayashi no Ceres,2000,Spring,2107,0,2107,24.4,Studio Pierrot,manga
Azumanga Daiou,2002,Spring,25644,2144,27788,1007.4,JC Staff,manga
B Gata H Kei,2010,Spring,1760,0,1760,70.3,Hal Film Maker,manga
B-Project: Kodou Ambitious,2016,Summer,9603,0,9603,359.2,A1 Pictures,original
B-Project: Zecchou Emotion,2019,Winter,5239,0,5239,131.2,Bandai Namco Pictures,original
Baby Steps,2014,Spring,146,0,146,0.7,Studio Pierrot,manga
Baby Steps 2nd Series,2015,Spring,131,0,131,2.9,Studio Pierrot,manga
Baccano!,2007,Summer,3821,2513,6334,174.2,Brains Base,novel
Back Street Girls: Gokudolls,2018,Summer,138,0,138,4.1,JC Staff,manga
Baka to Test to Shoukanjuu,2010,Winter,7188,1124,8312,278.8,Silver Link,novel
Baka to Test to Shoukanjuu Ni!,2011,Summer,4118,1124,5242,163.0,Silver Link,novel
Bakemonogatari,2009,Summer,79201,33233,112434,3409.3,Shaft,novel
Baki,2018,Summer,260,0,260,5.1,TMS Entertainment,manga
Bakuman.,2010,Fall,1011,0,1011,31.0,JC Staff,manga
Bakuman. 2nd Series,2011,Fall,0,0,0,0.0,JC Staff,manga
Bakuman. 3rd Series,2012,Fall,72,0,72,1.7,JC Staff,manga
Bakumatsu,2017,Summer,97,0,97,2.9,Gonzo,game
Bakumatsu Kikansetsu Irohanihoheto,2006,Fall,1528,0,1528,79.7,Sunrise,original
Bakumatsu Rock,2014,Summer,3200,172,3372,112.6,Studio Deen,game
Bakuon!!,2016,Spring,2302,285,2587,89.4,TMS Entertainment,manga
Bakuretsu Tenshi,2004,Spring,1260,0,1260,25.2,Gonzo,original
Ballroom e Youkoso,2017,Summer,912,0,912,36.4,Production IG,manga
Bamboo Blade,2007,Fall,5276,0,5276,370.4,AIC ASTA,manga
Banana Fish,2018,Summer,7944,0,7944,490.2,Mappa,manga
BanG Dream!,2017,Winter,5830,1433,7263,257.1,Xebec,original
Barakamon,2014,Summer,6792,560,7352,149.8,Kinema Citrus,manga
Barom One,2003,Winter,0,0,0,0.0,E&G Films,manga
Bartender,2006,Fall,0,0,0,0.0,Palm Studio,manga
Basilisk: Kouga Ninpouchou,2005,Spring,1299,0,1299,118.5,Gonzo,manga
Basilisk: Ouka Ninpouchou,2018,Winter,153,0,153,4.6,Seven Arcs,novel
Basquash!,2009,Spring,450,100,550,24.6,Satelight,original
Battery,2016,Summer,1634,0,1634,9.8,Zero-G,novel
Battle Girl High School,2017,Summer,1061,0,1061,54.3,Silver Link,game
Battle Programmer Shirase,2003,Fall,1250,0,1250,18.8,G Plus,original
Beatless,2018,Winter,658,0,658,35.5,Diomedia,novel
BECK: Mongolian Chop Squad,2004,Fall,1383,0,1383,72.4,Madhouse,manga
Beelzebub-jou no Okinimesu mama.,2018,Fall,613,0,613,6.6,Liden Films,manga
Ben-To,2011,Fall,2106,562,2668,79.8,David Production,novel
Bernard-jou Iwaku.,2016,Fall,309,0,309,2.1,Artland,manga
Big Order,2016,Spring,330,0,330,5.0,Asread,manga
Bikini Warriors,2015,Summer,0,0,0,0.0,Feel,other (figures)
Binan Koukou Chikyuu Bouei-bu LOVE!,2015,Winter,6923,0,6923,256.4,Diomedia,original
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,2016,Summer,4235,0,4235,156.8,Studio Comet,original
Binan Koukou Chikyuu Boueibu Happy Kiss!,2018,Spring,980,0,980,36.6,Studio Comet,original
Binbou Shimai Monogatari,2006,Summer,1074,0,1074,26.3,Toei Animation,manga
Binbougami ga!,2012,Summer,1587,265,1852,46.6,Sunrise,manga
Binchou-tan,2006,Winter,4106,438,4544,65.9,Studio Deen,manga
Binzume Yousei,2003,Fall,5029,0,5029,70.0,Xebec,original
Bishoujo Senshi Sailor Moon Crystal,2014,Summer,3077,0,3077,252.7,Toei Animation,manga
Bishoujo Senshi Sailor Moon Crystal Season 3,2016,Spring,1718,0,1718,42.7,Toei Animation,manga
Black Blood Brothers,2006,Fall,641,0,641,14.6,Group TAC,novel
Black Bullet,2014,Spring,2567,350,2917,122.4,Kinema Citrus,novel
Black Cat,2005,Fall,2795,0,2795,164.9,Gonzo,manga
Black Lagoon,2006,Spring,6309,8784,15093,208.2,Madhouse,manga
Black Lagoon: The Second Barrage,2006,Fall,6199,8783,14982,204.6,Madhouse,manga
Black Rock Shooter,2012,Winter,4958,0,4958,135.8,Ordet,other (original character)
Blade and Soul,2014,Spring,411,0,411,8.9,Gonzo,game
Blassreiter,2008,Spring,934,355,1289,59.9,Gonzo,original
Blazblue Alter Memory,2013,Fall,1390,0,1390,62.7,Hoods Entertainment,game
Blend S,2017,Fall,3167,0,3167,128.3,A1 Pictures,manga
Blood Lad,2013,Summer,801,0,801,14.6,Brains Base,manga
BLOOD+,2005,Fall,7141,0,7141,525.0,Production IG,original
BLOOD-C,2011,Summer,1588,0,1588,57.8,Production IG,original
Blue Drop,2007,Fall,459,0,459,8.5,Gonzo,manga
Boku Dake ga Inai Machi,2016,Winter,4087,0,4087,143.2,A1 Pictures,manga
Boku no Hero Academia,2016,Spring,3511,0,3511,112.0,Bones,manga
Boku no Hero Academia 2nd,2017,Spring,2807,0,2807,143.2,Bones,manga
Boku no Hero Academia 3rd,2018,Spring,2631,0,2631,123.7,Bones,manga
Boku no Imouto wa Oosaka Okan,2013,Winter,880,0,880,3.3,Charaction,original
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,2017,Fall,493,0,493,16.8,Diomedia,manga
Boku wa Tomodachi ga Sukunai,2011,Fall,11218,904,12122,456.7,AIC Build,novel
Boku wa Tomodachi ga Sukunai Next,2013,Winter,7349,904,8253,301.7,AIC Build,novel
Bokura ga Ita,2006,Summer,0,0,0,0.0,Artland,manga
Bokura wa Minna Kawaisou,2014,Spring,2120,0,2120,101.2,Brains Base,manga
Bokurano,2007,Spring,598,0,598,21.9,Gonzo,manga
Bokutachi wa Benkyou ga Dekinai,2019,Spring,1241,0,1241,8.2,Silver,manga
Bonjour♪Koiaji Pâtisserie,2014,Fall,295,0,295,6.7,Silver Link,original
Boogiepop wa Warawanai (2019),2019,Winter,354,0,354,8.8,Madhouse,novel
Bouken Ou Beet,2004,Fall,0,0,0,0.0,Toei Animation,manga
Bouken Ou Beet Excellion,2005,Fall,0,0,0,0.0,Toei Animation,manga
Boukyaku no Senritsu,2004,Spring,756,0,756,53.1,JC Staff,original
Bounen no Xam'd,2008,Summer,2172,0,2172,121.4,Bones,original
BRAVE10,2012,Winter,2846,0,2846,99.8,TMS Entertainment,manga
Brave Witches,2016,Fall,5228,0,5228,233.3,Silver Link,original
Brigadoon Marin to Melan,2000,Summer,2606,1122,3728,62.5,Sunrise,original
Brothers Conflict,2013,Summer,6817,72,6889,269.1,Brains Base,novel
BTOOOM!,2012,Fall,338,0,338,14.2,Madhouse,manga
Buddy Complex,2014,Winter,1387,0,1387,58.3,Sunrise,original
Bungou Stray Dogs,2016,Spring,5299,0,5299,223.9,Bones,manga
Bungou Stray Dogs Season 2,2016,Fall,4954,0,4954,210.1,Bones,manga
Bungou Stray Dogs Season 3,2019,Spring,5473,0,5473,47.0,Bones,manga
Burn Up Scramble,2004,Winter,618,0,618,17.0,AIC,original
Busou Renkin,2006,Fall,3438,0,3438,196.4,Xebec,manga
Busou Shinki,2012,Fall,2783,1488,4271,128.3,8bit,other (figures)
Busou Shoujo Machiavellianism,2017,Spring,831,0,831,37.9,Silver Link,manga
Butlers: Chitose Momotose Monogatari,2018,Spring,532,0,532,3.7,Silver Link,original
Buzzer Beater,2005,Winter,0,0,0,0.0,TMS Entertainment,manga
Buzzer Beater 2nd Quarter,2007,Summer,0,0,0,0.0,TMS Entertainment,manga
C3 – C Cubed-,2011,Fall,2408,0,2408,91.7,Silver Link,novel
C – Control,2011,Spring,1584,0,1584,37.7,Tatsunoko Production,original
Caligula,2018,Spring,390,0,390,9.2,Satelight,game
Campione!,2012,Summer,3841,786,4627,164.1,Diomedia,novel
Canaan,2009,Summer,3925,722,4647,154.4,PA Works,visual novel
Canvas 2: Niji-iro no Sketch,2005,Fall,2083,0,2083,178.7,Zexcs,visual novel
Capeta,2005,Fall,0,0,0,0.0,Studio Comet,manga
Captain Earth,2014,Spring,1460,0,1460,94.0,Bones,original
Captain Tsubasa (2018),2018,Spring,362,0,362,16.1,David Production,manga
Cardcaptor Sakura: Clear Card-hen,2018,Winter,4527,0,4527,238.5,Madhouse,manga
Casshern Sins,2008,Fall,0,0,0,0.0,Madhouse,original
Centaur no Nayami,2017,Summer,212,0,212,1.5,Haoliners,manga
Chain Chronicle: Haecceitas no Hikari,2017,Winter,477,0,477,11.4,Telecom Animation Film,game
Chaos Dragon,2015,Summer,252,0,252,5.5,Silver Link,tabletop rpg
ChaoS;Child,2017,Winter,333,0,333,11.5,Silver Link,visual novel
Chaos;HEAd,2008,Fall,1128,362,1490,30.7,Madhouse,visual novel
Charlotte,2015,Summer,7728,0,7728,348.0,PA Works,original
Cheer Danshi!!,2016,Summer,671,0,671,4.3,Brains Base,novel
Chevalier,2006,Summer,493,0,493,5.4,Production IG,original
Chicchana Yukitsukai Sugar,2001,Fall,3804,0,3804,182.6,JC Staff,original
Chihayafuru,2011,Fall,2831,1742,4573,116.4,Madhouse,manga
Chihayafuru 2,2013,Winter,3331,1854,5185,116.8,Madhouse,manga
Chio-chan no Tsuugakuro,2018,Summer,235,0,235,4.2,Diomedia,manga
Chiruran: Nibun no Ichi,2017,Winter,789,0,789,3.8,LandQ Studios,manga
Chobits,2002,Spring,10999,289,11288,527.9,Madhouse,manga
Chocotto Sister,2006,Summer,1317,0,1317,59.9,Nomad,manga
Chou Henshin Cosprayers,2004,Winter,1196,70,1266,18.2,Imagin,original
Choujigen Game Neptune,2013,Summer,4945,1560,6505,249.4,David Production,game
Choujuushin Gravion,2002,Fall,1467,742,2209,36.0,Gonzo,original
Choujuushin Gravion Zwei,2004,Winter,3206,742,3948,111.6,Gonzo,original
Choukadou Girl 1/6,2019,Spring,182,0,182,1.2,Studio A-CAT,manga
Chouyaku Hyakunin Isshu Utakoi.,2012,Summer,1609,0,1609,60.4,TYO Animations,historical work
Chrono Crusade,2003,Spring,3960,0,3960,389.3,Bones,novel
Chuu-Bra!!,2010,Winter,550,0,550,12.4,Zexcs,manga
Chuukan Kanriroku Tonegawa,2018,Summer,0,0,0,0.0,Madhouse,manga
Chuunibyou Demo Koi ga Shitai!,2012,Fall,15797,1102,16899,713.2,Kyoto Animation,novel
Chuunibyou Demo Koi ga Shitai! Ren,2014,Winter,7068,1115,8183,330.1,Kyoto Animation,novel
Circlet Princess,2019,Winter,98,0,98,0.8,Silver Link,game
citrus,2018,Winter,1342,0,1342,36.9,Passione,manga
Clannad,2007,Fall,24943,7172,32115,1514.8,Kyoto Animation,visual novel
Clannad: After Story,2008,Fall,19992,7570,27562,1214.1,Kyoto Animation,visual novel
Classicaloid,2016,Fall,235,0,235,1.7,Sunrise,original
Classroom Crisis,2015,Summer,641,0,641,19.6,Lay-duce,original
Claymore,2007,Spring,6017,249,6266,331.0,Madhouse,manga
Clione no Akari,2017,Summer,0,0,0,0.0,drop,novel
Clockwork Planet,2017,Spring,750,0,750,24.5,Xebec,novel
Cluster Edge,2005,Fall,808,0,808,33.0,Sunrise,original
Cobra the Animation (2010),2010,Winter,1376,0,1376,45.5,Magic Bus,manga
Code Geass Hangyaku no Lelouch,2006,Fall,45423,29402,74825,2265.2,Sunrise,original
Code Geass Hangyaku no Lelouch R2,2008,Spring,42690,21601,64291,2257.7,Sunrise,original
Code-E,2007,Summer,0,0,0,0.0,Studio Deen,original
Code:Breaker,2012,Fall,875,0,875,31.0,Kinema Citrus,manga
Code:Realize: Sousei no Himegimi,2017,Fall,1109,0,1109,42.0,M.S.C.,visual novel
Comet Lucifer,2015,Fall,152,0,152,3.5,8bit,original
Comic Girls,2018,Spring,1449,0,1449,41.7,Nexus,manga
Comic Party,2001,Spring,4541,0,4541,144.3,Oriental Light and Magic,visual novel
Comic Party Revolution,2005,Spring,987,0,987,9.7,Radix,visual novel
Conception,2018,Fall,0,0,0,0.0,Gonzo,game
Concrete Revolutio: Choujin Gensou,2015,Fall,666,0,666,21.7,Bones,original
Concrete Revolutio: Choujin Gensou – The Last Song,2016,Spring,477,0,477,13.2,Bones,original
Coppelion,2013,Fall,274,0,274,10.2,GoHands,manga
Coyote Ragtime Show,2006,Summer,727,0,727,8.4,ufotable,original
Cross Game,2009,Spring,579,0,579,39.5,Synergy SP,manga
Crossange,2014,Fall,6402,0,6402,384.1,Sunrise,original
Crystal Blaze,2008,Spring,0,0,0,0.0,Studio Fantasia,original
Cuticle Tantei Inaba,2013,Winter,2130,318,2448,79.3,Zexcs,manga
D-Frag!,2014,Winter,2794,0,2794,115.1,Brains Base,manga
D.C. II: Da Capo II,2007,Fall,4234,329,4563,155.8,Feel,visual novel
D.C. III: Da Capo III,2013,Winter,2385,72,2457,107.8,Feel,visual novel
D.C. S.S.: Da Capo Second Season,2005,Summer,7690,1944,9634,414.2,Feel,visual novel
D.C.: Da Capo,2003,Summer,14992,1910,16902,587.7,Feel,visual novel
D.C.II S.S.: Da Capo II Second Season,2008,Spring,3998,329,4327,150.0,Feel,visual novel
D.Gray-man,2006,Fall,5187,0,5187,606.9,TMS Entertainment,manga
Dagashi Kashi,2016,Winter,1559,1193,2752,59.2,Feel,manga
Dagashi Kashi 2,2018,Winter,917,0,917,18.0,Tezuka Productions,manga
Daitoshokan no Hitsujikai,2014,Fall,890,0,890,38.1,Hoods Entertainment,visual novel
Dakara Boku wa H ga Dekinai.,2012,Summer,2039,72,2111,77.9,Feel,novel
Dakaretai Otoko 1-i ni Odosarete Imasu.,2018,Fall,6246,0,6246,277.0,Cloverworks,manga
Damepri Anime Caravan,2018,Winter,1007,0,1007,44.3,Studio Flad,visual novel
Dance in the Vampire Bund,2010,Winter,1700,232,1932,63.5,Shaft,manga
Dance with Devils,2015,Fall,1801,286,2087,70.4,Brains Base,original
Danchigai,2015,Summer,681,0,681,4.6,Creators in Pack,manga
Dangan Ronpa,2013,Summer,4512,224,4736,181.2,Lerche,game
Dangan Ronpa 3: The End of Kibougamine Gakuen,2016,Summer,3458,0,3458,190.9,Lerche,game
Danna ga Nani wo Itteiru ka Wakaranai Ken,2014,Fall,1294,0,1294,8.4,Seven,manga
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,2015,Spring,453,0,453,3.1,Seven,manga
Dansai Bunri no Crime Edge,2013,Spring,295,0,295,13.6,Studio Gokumi,manga
Danshi Koukousei no Nichijou,2012,Winter,2618,254,2872,95.0,Sunrise,manga
Dantalian no Shoka,2011,Summer,891,0,891,25.0,Gainax,novel
Darker than Black -Kuro no Keiyakusha-,2007,Spring,7220,12386,19606,409.5,Bones,original
Darker than Black -Ryuusei no Gemini-,2009,Fall,12654,2410,15064,617.2,Bones,original
Darling in the FranXX,2018,Winter,4749,0,4749,299.7,A1 Pictures,original
Date A Live,2013,Spring,8885,1238,10123,404.9,AIC,novel
Date A Live II,2014,Spring,6232,0,6232,237.3,Production IMS,novel
Date A Live III,2019,Winter,2454,0,2454,106.1,JC Staff,manga
Days,2016,Summer,1098,0,1098,54.6,MAPPA,manga
Deadman Wonderland,2011,Spring,551,0,551,3.9,Manglobe,manga
Dear Boys,2003,Spring,839,0,839,30.4,OB Planning,manga
DearS,2004,Summer,2354,0,2354,84.9,Duame,manga
Death March kara Hajimaru Isekai Kyousoukyoku,2018,Winter,1659,0,1659,69.7,Silver Link,novel
Death Note,2006,Fall,15204,225,15429,734.8,Madhouse,manga
Death Parade,2015,Winter,1068,0,1068,32.0,Madhouse,original
Deltora Quest,2007,Winter,0,0,0,0.0,Oriental Light and Magic,novel
Demi-chan wa Kataritai,2017,Winter,2172,0,2172,70.0,A1 Pictures,manga
Denki-gai no Honya-san,2014,Fall,412,0,412,16.1,Shin-Ei Animation,manga
Dennou Coil,2007,Spring,3831,1980,5811,224.3,Madhouse,original
Denpa Kyoushi,2015,Spring,369,0,369,13.8,A1 Pictures,manga
Denpa Onna to Seishun Otoko,2011,Spring,6843,948,7791,319.1,Shaft,novel
Densetsu no Yuusha no Densetsu,2010,Summer,1663,0,1663,119.7,Zexcs,novel
Devil May Cry,2007,Summer,2352,0,2352,77.6,Madhouse,game
Devil Survivor 2 The Animation,2013,Spring,2531,240,2771,103.7,Bridge,game
Devilman Crybaby,2018,Winter,2637,0,2637,73.8,Science Saru,manga
Devils Line,2018,Spring,443,0,443,7.1,Platinum Vision,manga
Diabolik Lovers,2013,Fall,0,538,538,0.0,Zexcs,game
Diabolik Lovers MoreBlood,2015,Fall,2091,86,2177,56.9,Zexcs,game
Dies Irae,2017,Fall,691,0,691,32.7,A.C.G.T.,visual novel
Dimension W,2016,Winter,853,0,853,35.8,Studio 3Hz,manga
DIVE!!,2017,Summer,408,0,408,10.5,Zero-G,novel
Divergence Eve,2003,Summer,966,0,966,36.6,Radix,original
Divergence Eve: Misaki Chronicles,2004,Winter,715,0,715,25.6,Radix,original
Divine Gate,2016,Winter,1323,0,1323,49.5,Studio Pierrot,game
Dog Days,2011,Spring,8207,1789,9996,329.5,Seven Arcs,original
"Dog Days""",2015,Winter,5329,1789,7118,217.0,Seven Arcs,original
Dog Days',2012,Summer,8320,1789,10109,336.7,Seven Arcs,original
Donten ni Warau,2014,Fall,3199,0,3199,89.0,Douga Koubou,manga
Dorei-ku The Animation,2018,Spring,0,0,0,0.0,TNK,manga
Dororo,2019,Winter,1912,0,1912,49.7,MAPPA Tezuka Productions,manga
Dororon Enma-kun Meeramera,2011,Spring,1093,0,1093,22.1,Brains Base,manga
Double Decker! Doug & Kirill,2018,Fall,752,0,752,15.0,Sunrise,original
Doujin Work,2007,Summer,490,0,490,5.8,Remic,manga
Doukyonin wa Hiza Tokidoki Atama no Ue.,2019,Winter,495,0,495,14.0,Zero-G,manga
Dragon Crisis!,2011,Winter,1049,0,1049,25.3,Studio Deen,novel
Dragonaut the Resonance,2007,Fall,536,0,536,22.5,Gonzo,original
DRAMAtical Murder,2014,Summer,2187,0,2187,76.5,NAZ,visual novel
Dream Festival!,2016,Fall,788,0,788,28.9,Bandai Namco Pictures,original
